# CK2TITLE;EU4ID;Filename;Comment

## Caribbeans (off-map)
# India
## Bengal (off-map)
## Hindustan
### Bihar (off-map)
### Oudh

c_lakhnau;523;523 - Oudh;Lakhnau - Lucknow
c_bharauli;523;523 - Oudh;Bharauli - Lucknow
c_ayodhya;523;523 - Oudh;Ayodhya - Lucknow

d_vodamayutja;2061;2061 - Katehar;Duchy Vodamayutja - Katehar
c_katehar;2061;2061 - Katehar;Katehar - Katehar
c_katehar;2061;2061 - Katehar;Duplicate to increase weight
c_vodamayutja;2061;2061 - Katehar;Vodamayutja - Katehar
c_sambhal;2061;2061 - Katehar;Sambhal - Katehar
c_naimisa;2061;2061 - Katehar;Namisa - Katehar

d_saryupara;2094;2094 - Bahreich;Duchy Saryupara - Bahreich
c_ayodhya;2094;2094 - Bahreich;Ayodhya - Bahreich
c_naimisa;2094;2094 - Bahreich;Namisa - Bahreich
c_sravasti;2094;2094 - Bahreich;Sravasti - Bahreich

### Purvanchal (off-map)
### Nepal (off-map)
### Himalayan Hills (off-map)
### Lower Doab

c_prayaga;556;556 - Lower Doab;Prayaga - Lower Doab
c_prayaga;556;556 - Lower Doab;Duplicate to increase weight
c_asni;556;556 - Lower Doab;Asni - Lower Doab
c_asni;556;556 - Lower Doab;Duplicate to increase weight
c_gurgi;556;556 - Lower Doab;Gurgi - Lower Doab
c_mahoba;556;556 - Lower Doab;Mahoba - Lower Doab
c_bharauli;556;556 - Lower Doab;Bharauli - Lower Doab

c_kalanjara;559;559 - Bundelkhand;Kalanjara - Bundelkhand
c_kalanjara;559;559 - Bundelkhand;Duplicate to increase weight
c_mahoba;559;559 - Bundelkhand;Mahoba - Bundelkhand

c_kalpi;2059;2059 - Kalpi;Kalpi - Kalpi
c_kalpi;2059;2059 - Kalpi;Duplicate to increase weight
c_mahoba;2059;2059 - Kalpi;Mahoba - Kalpi
c_gwalior;2059;2059 - Kalpi;Gwalior - Kalpi
c_kanyakubja;2059;2059 - Kalpi;Kanyakubja - Kalpi

c_gurgi;2097;2097 - Bagelkhand;Gurgi - Baghelkhand

### Central Doab

c_kol;524;524 - Central Doab;Kol - Central Doab
c_kol;524;524 - Central Doab;Duplicate to increase weight
c_kol;524;524 - Central Doab;Duplicate to increase weight
c_mathura;524;524 - Central Doab;Mathura - Central Doab
c_delhi;524;524 - Central Doab;Delhi - Central Doab

c_gwalior;525;525 - Gird;Gwalior - Gird
c_gwalior;525;525 - Gird;Duplicate to increase weight
c_gwalior;525;525 - Gird;Duplicate to increase weight
c_mathura;525;525 - Gird;Mathura - Gird
c_sripatha;525;525 - Gird;Sripatha - Gird
c_candhoba;525;525 - Gird;Candhoba - Gird

c_kanyakubja;2063;2063 - Etawah;Kanyakubja - Etawah

### Upper Doab

c_delhi;522;522 - Delhi;Delhi - Delhi
c_delhi;522;522 - Delhi;Duplicate to increase weight
c_sambhal;522;522 - Delhi;Sambhal - Delhi

c_hastinapura;2060;2060 - Upper Doab;Hastinapura - Upper Doab
c_sthanisvara;2060;2060 - Upper Doab;Sthanisvara - Upper Doab
c_katehar;2060;2060 - Upper Doab;Katehar - Upper Doab

c_sthanisvara;2062;2062 - Panipat;Sthanisvara - Panipat
c_delhi;2062;2062 - Panipat;Delhi - Panipat
c_tribandapura;2062;2062 - Panipat;Tribandapura - Panipat

### Sirhind

c_hisar;510;510 - Sirhind;Hisar - Sirhind
c_hisar;510;510 - Sirhind;Duplicate to increase weight
c_sthanisvara;510;510 - Sirhind;Sthanisvara - Sirhind

c_sarasvati;2065;2065 - Bhattiana;Sarasvati - Bhattiana
c_sarasvati;2065;2065 - Bhattiana;Duplicate to increase weight
c_tribandapura;2065;2065 - Bhattiana;Tribandapura - Bhattiana

c_trigarta;2075;2075 - Doaba;Trigarta - Doaba
c_trigarta;2075;2075 - Doaba;Duplicate to increase weight
c_lahur;2075;2075 - Doaba;Lahur - Doaba
c_sthanisvara;2075;2075 - Doaba;Sthanisvara - Doaba

### Lahore

c_lahur;507;507 - Lahore;Lahur - Lahore
c_lahur;507;507 - Lahore;Duplicate to increase weight
c_shorkot;507;507 - Lahore;Shorkot - Lahore
c_bhera;507;507 - Lahore;Bhera - Lahore
c_dipalpur;507;507 - Lahore;Dialpur - Lahore

c_lahur;2076;2076 - Sialkot;Lahur - Sialkot
c_bhera;2076;2076 - Sialkot;Bhera - Sialkot
c_gurjaratra;2076;2076 - Sialkot;Gurjarata - Sialkot

c_nandana;2077;2077 - Margalla;Nandana - Margalla
c_nandana;2077;2077 - Margalla;Duplicate to increase weight
c_udabhanda;2077;2077 - Margalla;Udabhanda - Margalla
c_purushapura;2077;2077 - Margalla;Purushapura - Margalla

### Multan

c_multan;506;506 - Multan;Multan - Multan
c_multan;506;506 - Multan;Duplicate to increase weight
c_dipalpur;506;506 - Multan;Dialpur - Multan
c_shorkot;506;506 - Multan;Shorkot - Multan

c_karor;2078;2078 - Sind Sagar;Karor - Sind Sagar
c_nandana;2078;2078 - Sind Sagar;Nandana - Sind Sagar

c_rajanpur;2079;2079 - Derajat;Rajanpur - Derajat
c_kafirkot;2079;2079 - Derajat;Kafirkot - Derajat
c_multan;2079;2079 - Derajat;Multan - Derajat
c_wana;2079;2079 - Derajat;Bori - Derajat

c_uch;2086;2086 - Cholistan;Uch - Cholistan
c_karur;2086;2086 - Cholistan;Karur - Cholistan

### Kashmir

c_kasmira;508;508 - Kashmir;Kasmira - Kashmir
c_kasmira;508;508 - Kashmir;Duplicate to increase weight
c_sakala;508;508 - Kashmir;Sakala - Kashmir
c_gurjaratra;508;508 - Kashmir;Gurjarata - Kashmir
c_nandana;508;508 - Kashmir;Nandana - Kashmir

c_vakhan;2073;2073 - Baltistan;Vakhân - Baltistan

#### Ladakh (off-map)
## Western India
### Marwar

d_jangladesh;512;512 - Jangladesh;Duchy Jangladesh - Jangladesh
c_reni;512;512 - Jangladesh;Reni - Jangladesh
c_reni;512;512 - Jangladesh;Duplicate to increase weight
c_vikramapura;512;512 - Jangladesh;Vikramapura - Jangladesh
c_vikramapura;512;512 - Jangladesh;Duplicate to increase weight
c_nagauda;512;512 - Jangladesh;Nagauda - Jangladesh
c_karur;512;512 - Jangladesh;Karur - Jangladesh

c_ludrava;513;513 - Jaisalmer;Ludrava - Jaisalmer
c_ludrava;513;513 - Jaisalmer;Duplicate to increase weight
c_vikramapura;513;513 - Jaisalmer;Vikramapura - Jaisalmer

d_maru;514;514 - Marwar;Duchy Maru - Marwar
c_mandavyapura;514;514 - Marwar;Mandavyapura - Marwar
c_ludrava;514;514 - Marwar;Ludrava - Marwar
c_satyapura;514;514 - Marwar;Satyapura - Marwar
c_medantaka;514;514 - Marwar;Medantaka - Marwar
c_vikramapura;514;514 - Marwar;Vikramapura - Marwar

c_nagauda;2066;2066 - Nagaur;Nagauda - Nagaur
c_nagauda;2066;2066 - Nagaur;Duplicate to increase weight
c_ajayameru;2066;2066 - Nagaur;Ajayameru - Nagaur
c_vikramapura;2066;2066 - Nagaur;Vikramapura - Nagaur
c_medantaka;2066;2066 - Nagaur;Medantaka - Nagaur

c_godwad;2067;2067 - Gorwar;Godwad - Gorwar
c_mandavyapura;2067;2067 - Gorwar;Mandavyapura - Gorwar
c_satyapura;2067;2067 - Gorwar;Satyapura - Gorwar

### Mewar

c_chitrakut;518;518 - Chittor;Chitrakut - Chittor
c_chitrakut;518;518 - Chittor;Duplicate to increase weight
c_chitrakut;518;518 - Chittor;Duplicate to increase weight
c_godwad;518;518 - Chittor;Godwad - Chittor
c_ajayameru;518;518 - Chittor;Ajayameru - Chittor
c_mandavyapura;518;518 - Chittor;Mandavyapura - Chittor
c_ranthambore;518;518 - Chittor;Ranthambore - Chittor

c_kota;528;528 - Hadoti;Kota - Hadoti
c_candhoba;528;528 - Hadoti;Candhoba - Hadoti
c_ranthambore;528;528 - Hadoti;Ranthambore - Hadoti
c_sarangpur;528;528 - Hadoti;Sarangpur - Hadoti
c_ujjayini;528;528 - Hadoti;Ujjayini - Hadoti

d_medapata;2058;2058 - Mewar;Duchy Medapata - Mewar
c_medapata;2058;2058 - Mewar;Medapata - Mewar
c_medapata;2058;2058 - Mewar;Duplicate to increase weight
c_godwad;2058;2058 - Mewar;Godwad - Mewar

d_ajmer;2087;2087 - Ajmer;Duchy Ajmer - Ajmer
c_ajayameru;2087;2087 - Ajmer;Ajayameru - Ajmer
c_ajayameru;2087;2087 - Ajmer;Duplicate to increase weight
c_ranthambore;2087;2087 - Ajmer;Ranthambore - Ajmer

### Jaipur

