#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_culture_venetian_1;Schiavone Barrack;;;;;;;;;;;;;x
ca_culture_venetian_2;Schiavone Barrack;;;;;;;;;;;;;x
ca_culture_venetian_3;Schiavone Barrack;;;;;;;;;;;;;x
ca_culture_venetian_4;Schiavone Barrack;;;;;;;;;;;;;x
ca_culture_north_italian_1;Barbuta Conscription Center;;;;;;;;;;;;;x
ca_culture_north_italian_2;Barbuta Conscription Center;;;;;;;;;;;;;x
ca_culture_north_italian_3;Barbuta Conscription Center;;;;;;;;;;;;;x
ca_culture_north_italian_4;Barbuta Conscription Center;;;;;;;;;;;;;x
ca_culture_ligurian_1;Crossbowman Conscription Center;;;;;;;;;;;;;x
ca_culture_ligurian_2;Crossbowman Conscription Center;;;;;;;;;;;;;x
ca_culture_ligurian_3;Crossbowman Conscription Center;;;;;;;;;;;;;x
ca_culture_ligurian_4;Crossbowman Conscription Center;;;;;;;;;;;;;x
ca_culture_italian_1;Militia Training Ground;;;;;;;;;;;;;x
ca_culture_italian_2;Militia Training Ground;;;;;;;;;;;;;x
ca_culture_italian_3;Militia Training Ground;;;;;;;;;;;;;x
ca_culture_italian_4;Militia Training Ground;;;;;;;;;;;;;x
ca_culture_langobardisch_1;Arimannus Training Ground;;;;;;;;;;;;;x
ca_culture_langobardisch_2;Arimannus Training Ground;;;;;;;;;;;;;x
ca_culture_langobardisch_3;Arimannus Training Ground;;;;;;;;;;;;;x
ca_culture_langobardisch_4;Arimannus Training Ground;;;;;;;;;;;;;x
ca_culture_roman_1;Legionary Drilling Grounds;;;;;;;;;;;;;x
ca_culture_roman_2;Legionary Drilling Grounds;;;;;;;;;;;;;x
ca_culture_roman_3;Legionary Drilling Grounds;;;;;;;;;;;;;x
ca_culture_roman_4;Legionary Drilling Grounds;;;;;;;;;;;;;x
ca_culture_welsh_cumbric_1;Longbow Range;;;;;;;;;;;;;x
ca_culture_welsh_cumbric_2;Longbow Range;;;;;;;;;;;;;x
ca_culture_welsh_cumbric_3;Longbow Range;;;;;;;;;;;;;x
ca_culture_welsh_cumbric_4;Longbow Range;;;;;;;;;;;;;x
ca_culture_irish_1;Gallowglass Training Ground;;;;;;;;;;;;;x
ca_culture_irish_2;Gallowglass Training Ground;;;;;;;;;;;;;x
ca_culture_irish_3;Gallowglass Training Ground;;;;;;;;;;;;;x
ca_culture_irish_4;Gallowglass Training Ground;;;;;;;;;;;;;x
ca_culture_scottish_1;Schiltron Training Ground;;;;;;;;;;;;;x
ca_culture_scottish_2;Schiltron Training Ground;;;;;;;;;;;;;x
ca_culture_scottish_3;Schiltron Training Ground;;;;;;;;;;;;;x
ca_culture_scottish_4;Schiltron Training Ground;;;;;;;;;;;;;x
ca_culture_frank_norman_german_1;Jousting Lists;;;;;;;;;;;;;x
ca_culture_frank_norman_german_2;Jousting Lists;;;;;;;;;;;;;x
ca_culture_frank_norman_german_3;Jousting Lists;;;;;;;;;;;;;x
ca_culture_frank_norman_german_4;Jousting Lists;;;;;;;;;;;;;x
ca_culture_catalan_1;Almogavar Conscription Camp;;;;;;;;;;;;;x
ca_culture_catalan_2;Almogavar Conscription Camp;;;;;;;;;;;;;x
ca_culture_catalan_3;Almogavar Conscription Camp;;;;;;;;;;;;;x
ca_culture_catalan_4;Almogavar Conscription Camp;;;;;;;;;;;;;x
ca_culture_group_iberian_1;Knight Training Ground;;;;;;;;;;;;;x
ca_culture_group_iberian_2;Knight Training Ground;;;;;;;;;;;;;x
ca_culture_group_iberian_3;Knight Training Ground;;;;;;;;;;;;;x
ca_culture_group_iberian_4;Knight Training Ground;;;;;;;;;;;;;x
ca_culture_russian_1;Druzhina Training Ground;;;;;;;;;;;;;x
ca_culture_russian_2;Druzhina Training Ground;;;;;;;;;;;;;x
ca_culture_russian_3;Druzhina Training Ground;;;;;;;;;;;;;x
ca_culture_russian_4;Druzhina Training Ground;;;;;;;;;;;;;x
