#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_opava_adj;Opava;;;;;;;;;;;;;x
c_zatec_adj;Žatec;;;;;;;;;;;;;x
c_selija_adj;Selonian;;;;;;;;;;;;;x
c_sudovia_adj;Suvalkija;;;;;;;;;;;;;x
c_yatvyagi_adj;Western Dzukija;;;;;;;;;;;;;x
c_skane_adj;Western Scanian;;;;;;;;;;;;;x
c_northern_skane_adj;Northern Scanian;;;;;;;;;;;;;x
c_eastern_skane_adj;Eastern Scanian;;;;;;;;;;;;;x
c_blekinge_adj;Blekinge;;;;;;;;;;;;;x
c_sjaelland_adj;North Zealand;;;;;;;;;;;;;x
c_lolland_adj;Lollandic;;;;;;;;;;;;;x
c_fyn_adj;Funen;;;;;;;;;;;;;x
c_halland_adj;Southern Halland;;;;;;;;;;;;;x
c_jylland_adj;Åbosyssel;;;;;;;;;;;;;x
c_slesvig_adj;Istedsyssel;;;;;;;;;;;;;x
c_bornholm_adj;Bornholm;;;;;;;;;;;;;x
c_kuenring_adj;Kuenring;;;;;;;;;;;;;x
c_comburg_adj;Comburg-Rothenburg;;;;;;;;;;;;;x
c_chur_adj;Chur;;;;;;;;;;;;;x
c_celje_adj;Celje;;;;;;;;;;;;;x
c_dannenberg_adj;Dannenberg;;;;;;;;;;;;;x
c_lauffen_adj;Lauffen;;;;;;;;;;;;;x
c_merseburg_adj;Merseburg;;;;;;;;;;;;;x
c_ansbach_adj;Ansbach;;;;;;;;;;;;;x
c_voigtland_adj;Vogtland;;;;;;;;;;;;;x
c_konigssondergau_adj;Königssondergau;;;;;;;;;;;;;x
c_zweibrucken_adj;Zweibrücken;;;;;;;;;;;;;x
c_reinholdsburg_adj;Rendsburg;;;;;;;;;;;;;x
c_vianden_adj;Vianden;;;;;;;;;;;;;x
c_aachen_adj;Aachener;;;;;;;;;;;;;x
c_arnhem_adj;Veluwe;;;;;;;;;;;;;x
c_valenciennes_adj;Valenciennes;;;;;;;;;;;;;x
c_cambrai_adj;Cambrai;;;;;;;;;;;;;x
c_brussel_adj;Brussels;;;;;;;;;;;;;x
c_arlon_adj;Arlon;;;;;;;;;;;;;x
c_schaumburg_adj;Schaumburg;;;;;;;;;;;;;x
c_bar_adj;Bar;;;;;;;;;;;;;x
c_pontamousson_adj;Mousson;;;;;;;;;;;;;x
c_eberstein_adj;Eberstein;;;;;;;;;;;;;x
c_oettingen_adj;Oettingen;;;;;;;;;;;;;x
c_teck_adj;Teck;;;;;;;;;;;;;x
c_helfenstein_adj;Helfenstein;;;;;;;;;;;;;x
c_hohenloe_adj;Hohenlohe;;;;;;;;;;;;;x
c_hohenzollern_adj;Zollern;;;;;;;;;;;;;x
c_leuchenberg_adj;Leuchtenberg;;;;;;;;;;;;;x
c_rustringen_adj;Rüstringen;;;;;;;;;;;;;x
c_magdeburg_adj;Magdeburg;;;;;;;;;;;;;x
c_blankenburg_adj;Blankenburg;;;;;;;;;;;;;x
c_wittenberg_adj;Wittenberg;;;;;;;;;;;;;x
c_brehna_adj;Brehna;;;;;;;;;;;;;x
c_schwartzburg_adj;Schwarzburg;;;;;;;;;;;;;x
c_tecklenburg_adj;Tecklenburg;;;;;;;;;;;;;x
c_lauenburg_adj;Lauenburg;;;;;;;;;;;;;x
c_gorz_adj;Görz;;;;;;;;;;;;;x
c_lausitz_adj;Upper Lusatian;;;;;;;;;;;;;x
c_sponheim_adj;Sponheim;;;;;;;;;;;;;x
c_berg_adj;Berg;;;;;;;;;;;;;x
c_niederlausitz_adj;Lower Lusatian;;;;;;;;;;;;;x
c_dithmarschen_adj;Ditmarsian;;;;;;;;;;;;;x
c_wargrien_adj;Wagrian;;;;;;;;;;;;;x
c_henneberg_adj;Henneberg;;;;;;;;;;;;;x
c_saarbrucken_adj;Saarbrücken;;;;;;;;;;;;;x
c_frankfurt_adj;Hanau;;;;;;;;;;;;;x
c_bentheim_adj;Bentheim;;;;;;;;;;;;;x
c_zeitz_adj;Zeitz;;;;;;;;;;;;;x
c_augsburg_adj;Augsburg;;;;;;;;;;;;;x
c_pitten_adj;Pitten;;;;;;;;;;;;;x
c_waldburg_adj;Waldburg;;;;;;;;;;;;;x
c_mark_adj;Mark;;;;;;;;;;;;;x
c_zutphen_adj;Zutphen;;;;;;;;;;;;;x
c_wurzburg_adj;Würzburg;;;;;;;;;;;;;x
c_forcalquier_adj;Haute-Provence;;;;;;;;;;;;;x
c_namur_adj;Namur;;;;;;;;;;;;;x
c_limburg_adj;Limburg;;;;;;;;;;;;;x
c_oversticht_adj;Oversticht;;;;;;;;;;;;;x
c_laroche_adj;La Roche;;;;;;;;;;;;;x
c_chiny_adj;Chiny;;;;;;;;;;;;;x
c_rawamazovia_adj;Bródno;;;;;;;;;;;;;x
c_hereti_adj;Heretian;;;;;;;;;;;;;x
c_klarjeti_adj;Klarjetian;;;;;;;;;;;;;x
c_tusheti_adj;Tushetian;;;;;;;;;;;;;x
c_arran_adj;Arranian;;;;;;;;;;;;;x
c_sarir_adj;Saririan;;;;;;;;;;;;;x
c_svaneti_adj;Svanetian;;;;;;;;;;;;;x
c_samtskhe_adj;Maskhetian;;;;;;;;;;;;;x
c_samtskhe_adj_oghuz;Akhaltsikhe;;;;;;;;;;;;;x
c_samtskhe_adj_turkmen;Akhaltsikhe;;;;;;;;;;;;;x
c_samtskhe_adj_turkish;Akhaltsikhe;;;;;;;;;;;;;x
c_javakheti_adj;Javakhetian;;;;;;;;;;;;;x
c_javakheti_adj_oghuz;Akhalkalaki;;;;;;;;;;;;;x
c_javakheti_adj_turkmen;Akhalkalaki;;;;;;;;;;;;;x
c_javakheti_adj_turkish;Akhalkalaki;;;;;;;;;;;;;x
c_suenik_adj;Syunik;;;;;;;;;;;;;x
c_artsakh_adj;Artsakhian;;;;;;;;;;;;;x
c_artsakh_adj_armenian;Khachenian;;;;;;;;;;;;;x
c_goghtn_adj_greek;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_maghreb_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_levantine_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_egyptian_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_andalusian_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_sicilian_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_goghtn_adj_bedouin_arabic;Nakhchivanian;;;;;;;;;;;;;x
c_vaspurakan_adj_greek;Vaasprakania;;;;;;;;;;;;;x
c_vaspurakan_adj_maghreb_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_levantine_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_egyptian_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_andalusian_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_sicilian_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_bedouin_arabic;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_oghuz;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_turkmen;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_turkish;Van;;;;;;;;;;;;;x
c_vaspurakan_adj_kurdish;Van;;;;;;;;;;;;;x
c_hisn_kayf_adj_greek;Hasankeyf;;;;;;;;;;;;;x
c_hisn_kayf_adj_armenian;Hasankeyf;;;;;;;;;;;;;x
c_dwin_adj_oghuz;Yerevanian;;;;;;;;;;;;;x
c_dwin_adj_turkmen;Yerevanian;;;;;;;;;;;;;x
c_dwin_adj_turkish;Yerevanian;;;;;;;;;;;;;x
c_bagrewand_adj;Ayraratian;;;;;;;;;;;;;x
c_vanand_adj;Vanandian;;;;;;;;;;;;;x
