#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCSWMH.0;For as long as have ruled here we the Turkic nomads have entrusted the raising of our children to Iranian nursemaids. Our first words would not be Turkic but Iranian. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTASWMH.0;Yes let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCSWMH.1;Around our lands more people are using this Türkmen language and I find this is a perfect means for a Turkic overlord to get his Iranian serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.1;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.2;Although every civilised man knows that Persian is the true language of communication, this new Türkmen language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.2;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.3;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.3;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCSWMH.4;My liege has persuaded me to embrace this notion of Turkicness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.4;Oh I say, game of polo anyone?;;;;;;;;;;;;;x
EVTDESCSWMH.5;For as long as have ruled here we have entrusted the raising of our children to muslim nursemaids. Our first words would not be old Iranian but Tajik. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTASWMH.5;Yes let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCSWMH.6;Around our lands more people are embracing Islam using this Tajik language and I find this is a perfect means for a Muslim overlord to get his serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.6;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.7;Although every civilised man knows that Old Soghdian is the true language of communication, this new Tajik language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.7;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.8;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.8;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCSWMH.9;My liege has persuaded me to embrace this notion of Tajikness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.9;Oh I say, game of polo anyone?;;;;;;;;;;;;;x
EVTDESCSWMH.10;The Franconians, Bavarians, Swabians and Thuringians people have developed their language and customs to a point where they may now be considered part of a new branch of the Germanic culture. They have begun to refer to themselves as High Germans.;;;;;;;;;;;;;x
EVTOPTASWMH.10;Welcome into the fold my High German brothers and sisters.;;;;;;;;;;;;;x
EVTDESCSWMH.11;Around our lands more people are using this High German language and I find this is a perfect means for a overlord to get his serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.11;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.12;This new High German language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.12;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.13;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm;;;;;;;;;;;;;x
EVTOPTASWMH.13;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.14;My liege has persuaded me to embrace this notion of High Germanness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.14;Now I really need to go hunting!;;;;;;;;;;;;;x
EVTDESCSWMH.15;The Saxons have developed their language and customs to a point where they may now be considered part of a new branch of Germanic culture. They have begun to refer to themselves as Low German.;;;;;;;;;;;;;x
EVTOPTASWMH.15;Welcome into the fold my Low German brothers and sisters.;;;;;;;;;;;;;x
EVTDESCSWMH.16;Around our lands more people are using this Low German language and I find this is a perfect means for a overlord to get his serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.16;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.17;This new Low German language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.17;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.18;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.18;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.19;My liege has persuaded me to embrace this notion of Low Germanness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.19;Now I really need to go hunting!;;;;;;;;;;;;;x
EVTDESCSWMH.20;The Franks have developed their language and customs to a point where they may now be considered part of a new branch of Germanic culture. They have begun to refer to themselves as Dutch.;;;;;;;;;;;;;x
EVTOPTASWMH.20;Welcome into the fold my Dutch brothers and sisters.;;;;;;;;;;;;;x
EVTDESCSWMH.21;Around our lands more people are using this Dutch language and I find this is a perfect means for a overlord to get his serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.21;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.22;This new Dutch language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.22;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.23;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.23;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.24;My liege has persuaded me to embrace this notion of Dutchness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.24;Now I really need to go hunting!;;;;;;;;;;;;;x
EVTDESCSWMH.25;#25 For as long as have ruled here we the Turkic nomads have entrusted the raising of our children to Iranian nursemaids. Our first words would not be Turkic but Iranian. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTASWMH.25;Yes let us be one with our serfs;;;;;;;;;;;;;x
EVTDESCSWMH.26;Around our lands more people are embracing Islam using this Fársí language and I find this is a perfect means for a Muslim overlord to get his serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.26;We are indeed wise;;;;;;;;;;;;;x
EVTDESCSWMH.27;Although every civilised man knows that Pahlavi Persian is the true language of communication, this new Fársí language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.27;A most useful development;;;;;;;;;;;;;x
EVTDESCSWMH.28;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.28;Sometimes I even surprise myself;;;;;;;;;;;;;x
EVTDESCSWMH.29;My liege has persuaded me to embrace this notion of Turkicness that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.29;Oh I say, game of polo anyone?;;;;;;;;;;;;;x
EVTDESCSWMH.30;For as long as have ruled here we Khalaj have entrusted the raising of our children to Pashtun nursemaids. Our first words would not be Khalaj but Pashtun. As we grew up we learned to speak a tongue that was neither one nor the other. Now is this time to make this tongue our own so we may all communicate.;;;;;;;;;;;;;x
EVTOPTASWMH.30;Yes let us be one with our serfs.;;;;;;;;;;;;;x
EVTDESCSWMH.31;Around our lands more people are using this Pashtun language and I find this is a perfect means for a Khalaj overlord to get his Pashtun serfs to work properly. We continue to use our own influence to promote this means of communication in the interests of more efficient realm.;;;;;;;;;;;;;x
EVTOPTASWMH.31;We are indeed wise.;;;;;;;;;;;;;x
EVTDESCSWMH.32;Although every civilised man knows that Khalaj is the true language of communication, this new Pashtun language does have a certain functionality. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;;x
EVTOPTASWMH.32;A most useful development.;;;;;;;;;;;;;x
EVTDESCSWMH.33;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. This involves communication. If I can get them to communicate like me then I will have a much smoother running realm.;;;;;;;;;;;;;x
EVTOPTASWMH.33;Sometimes I even surprise myself.;;;;;;;;;;;;;x
EVTDESCSWMH.34;My liege has persuaded me to embrace this notion of Pashtun that is sweeping the realm.;;;;;;;;;;;;;x
EVTOPTASWMH.34;Oh I say, game of polo anyone?;;;;;;;;;;;;;x
